Run 14989
Subrun 399
Event 3990012
44.7094 -14.7 35.1
44.7094 -14.7 30.6
7.2457 -16.8 30.6
44.8902 -12 12.6
6.38706 -26.4 3.6
6.77872 -16.8 35.1
21.014 -28.8 8.1
8.52612 -19.2 26.1
21.2249 -24 3.6
37.0871 -4.8 3.6
22.2945 -24 8.1
8.70689 -19.2 17.1
8.91778 -19.2 12.6
43.5344 -12 17.1
7.66748 -16.8 21.6
7.66748 -21.6 71.1
22.1438 -24 12.6
9.1588 -14.4 3.6
43.9864 -14.4 57.6
8.81233 -16.5 7.2
8.42068 -16.5 11.7
9.20399 -16.5 2.7
8.07421 -18.9 56.7
8.07421 -23.7 52.2
21.6919 -26.1 20.7
21.4961 -26.1 25.2
7.7428 -23.7 70.2
20.065 -30.9 29.7
16.0128 -13.8 29.7
22.3848 -25.8 7.2
6.46238 -18.6 34.2
1.20511 -28.2 34.2
2.06374 -28.2 20.7
22.1589 -25.8 11.7
2.34996 -28.2 16.2
1.46119 -28.2 29.7
2.71149 -28.2 11.7
3.02783 -28.2 7.2
20.3211 -11.4 29.7
31.6491 -30.6 34.2
1.77753 -28.2 25.2
3.3743 -28.2 2.7
22.5957 -25.8 7.2
32.6584 -23.4 2.7
19.2516 -33 34.2
31.5286 -30.6 34.2
21.9329 -25.8 16.2
15.8622 -13.5 29.7
20.4567 -27.9 47.7
20.4567 -30.3 20.7
15.6362 -13.5 38.7
15.0939 -13.5 38.7
20.8182 -27.9 38.7
16.0279 -13.5 25.2
17.1577 -13.5 20.7
16.6907 -13.2 20.7
15.7417 -13.2 29.7
21.0291 -27.6 34.2
21.0291 -30 7.2
16.3593 -13.2 25.2
16.2237 -13.2 25.2
17.2179 -13.2 20.7
45.1161 -15.6 16.2
45.5982 -15.6 2.7
16.0882 -13.2 25.2
36.4394 -5.7 20.7
44.619 -15.3 38.7
45.8543 -15.3 2.7
15.6965 -12.9 29.7
42.5101 -12.9 47.7
21.2701 -27.3 29.7
21.2701 -29.7 2.7
21.2701 -24.9 2.7
36.4243 -5.4 20.7
21.481 -24.6 25.2
21.3002 -24.6 2.7
36.6503 -5.4 7.2
45.5229 -15 2.7
36.0929 -5.4 34.2
36.59 -5.1 34.2
36.8461 -5.1 2.7
45.3722 -14.7 2.7
18.6038 -9.9 34.2
21.8124 -24.3 20.7
44.7847 -12.3 7.2
44.7847 -14.7 25.2
44.9504 -14.4 34.2
6.46238 -16.8 34.2
6.88417 -16.8 29.7
8.52612 -21.6 34.2
21.255 -24 2.7
9.09855 -19.2 11.7
21.0442 -28.8 11.7
7.29089 -16.8 25.2
9.26425 -21.6 2.7
8.91778 -21.3 15.9
8.91778 -21.3 11.4
9.23412 -23.7 2.4
8.46587 -23.7 33.9
8.63157 -23.7 29.4
8.63157 -21.3 20.4
8.10433 -18.9 56.4
6.62808 -18.9 33.9
18.5285 -33.3 60.9
18.5285 -11.7 33.9
7.7428 -23.7 69.9
21.707 -26.1 20.4
20.065 -30.9 29.4
21.4961 -26.1 24.9
22.1438 -25.8 11.4
29.6456 -30.6 33.9
1.20511 -28.2 33.9
2.72655 -28.2 11.4
22.415 -25.8 6.9
1.47625 -28.2 29.4
2.09387 -28.2 20.4
2.39515 -28.2 15.9
20.3211 -11.4 29.4
32.809 -23.4 2.4
3.04289 -28.2 6.9
20.6374 -30.6 15.9
1.7474 -28.2 24.9
22.6259 -25.8 6.9
31.4231 -30.6 33.9
21.9932 -28.2 51.9
3.35923 -28.2 2.4
45.8091 -16.2 2.4
31.7244 -30.6 33.9
29.2841 -30.6 33.9
20.3964 -11.1 29.4
15.1994 -13.5 38.4
15.6664 -13.5 29.4
45.2366 -3.9 65.4
20.8634 -27.9 38.4
31.875 -30.3 33.9
16.0731 -13.5 24.9
20.6073 -30.3 15.9
31.4382 -30.3 33.9
15.7718 -13.2 29.4
16.284 -13.2 24.9
21.0442 -30 6.9
36.3942 -6 20.4
36.3942 -6 15.9
45.6132 -15.6 2.4
17.0372 -13.2 20.4
45.6886 -15.6 2.4
42.3896 -13.2 47.4
16.1183 -13.2 24.9
21.5111 -24.9 24.9
44.6341 -15.3 38.4
27.5517 -29.7 33.9
21.2852 -24.9 2.4
45.9296 -15.3 2.4
21.481 -24.6 2.4
27.386 -29.4 33.9
18.649 -31.8 56.4
36.0477 -5.4 33.9
32.4324 -22.2 2.4
36.3038 -5.1 33.9
36.4394 -5.1 11.4
36.5599 -5.1 6.9
36.8612 -5.1 2.4
3.22366 -26.7 6.9
45.327 -14.7 15.9
44.4533 -14.7 42.9
44.8751 -12 11.4
44.8751 -14.4 33.9
6.8691 -16.8 29.4
6.50757 -16.8 33.9
7.32102 -16.8 24.9
21.0592 -28.8 6.9
8.57131 -19.2 24.9
9.12867 -19.2 11.4
21.255 -24 2.4
21.6618 -24 20.4
19.8842 -26.4 60.9
8.36042 -21.6 47.4
14.2504 -12 47.4
18.3779 -33.6 65.4
20.8785 -26.4 38.4
42.8867 -2.4 33.9
41.9979 -12 47.4
12.3523 -16.8 65.4
13.9039 -14.4 60.9
20.7278 -28.8 15.9
18.167 -12 33.9
44.2876 -12.3 2.4
44.2876 -14.7 56.4
8.01395 -21.9 65.4
14.8077 -12.3 42.9
20.2608 -9.9 29.4
20.4567 -29.1 20.4
13.9792 -14.7 60.9
20.6676 -29.1 15.9
14.1901 -12.3 47.4
35.5205 -5.4 69.9
19.8692 -27 60.9
19.6733 -27 65.4
44.9354 -15 24.9
14.4763 -12.6 47.4
13.3014 -12.6 65.4
13.3014 -12.6 51.9
13.7081 -15 56.4
19.3118 -32.1 42.9
35.4301 -5.7 69.9
12.5934 -18 65.4
19.1612 -32.4 47.4
41.6213 -13.2 47.4
11.2527 -15.6 69.9
11.5088 -15.6 69.9
41.9075 -13.2 47.4
12.8494 -15.9 42.9
15.1693 -13.5 38.4
13.4369 -15.9 33.9
0.949021 -27.9 38.4
35.5807 -6.3 42.9
19.2365 -32.7 33.9
0.753191 -28.2 42.9
12.2168 -13.8 69.9
11.4636 -16.2 69.9
9.7011 -23.4 2.4
14.7174 -13.8 42.9
0.527234 -28.2 47.4
13.5122 -16.2 56.4
13.0754 -13.8 65.4
18.8147 -33 56.4
0.331404 -30.6 60.9
19.0256 -33 51.9
22.6861 -26.1 6.9
0.647744 -28.5 42.9
0.482042 -28.5 47.4
14.3257 -14.1 47.4
12.0812 -9.3 60.9
0.331404 -30.9 60.9
18.5436 -11.7 33.9
18.1519 -14.1 33.9
8.37548 -21.6 51.6
13.9943 -14.4 56.1
13.9943 -14.4 51.6
18.3779 -33.6 65.1
20.8935 -26.4 38.1
44.2123 -14.4 42.6
6.13097 -26.4 2.1
12.3825 -16.8 65.1
42.1486 -12 47.1
20.7128 -28.8 15.6
18.2122 -12 33.6
44.2726 -14.7 56.1
7.99889 -21.9 60.6
20.4567 -29.1 20.1
20.2608 -26.7 51.6
20.2608 -29.1 24.6
20.2608 -9.9 29.1
14.1299 -14.7 60.6
42.3745 -12.3 47.1
35.7163 -5.1 42.6
35.7163 -5.1 38.1
35.5205 -5.4 69.6
19.6583 -27 60.6
19.824 -27 60.6
13.9943 -15 60.6
13.7231 -15 56.1
13.2712 -12.6 65.1
44.9203 -15 24.6
44.9203 -15 20.1
43.9562 -12.6 2.1
20.0801 -29.4 29.1
19.3419 -32.1 47.1
19.3419 -32.1 42.6
35.415 -5.7 69.6
10.9062 -15.3 69.6
11.7648 -15.6 69.6
15.1241 -13.2 38.1
41.8322 -13.2 47.1
41.6967 -13.2 47.1
12.6385 -18 65.1
11.6293 -15.6 69.6
11.1322 -15.6 69.6
22.3547 -25.5 6.6
1.20511 -27.9 33.6
15.1994 -13.5 38.1
41.9527 -13.5 47.1
13.1507 -13.5 65.1
12.9248 -18.3 69.6
13.5424 -16.2 56.1
0.783319 -28.2 42.6
0.542297 -28.2 47.1
12.3222 -18.6 65.1
10.0174 -23.4 2.1
18.8147 -33 56.1
14.7475 -13.8 42.6
0.994212 -28.2 38.1
22.415 -25.8 6.6
11.6594 -16.2 69.6
0.31634 -30.6 60.6
19.0105 -33 51.6
0.331404 -28.5 51.6
0.331404 -30.9 60.6
14.3257 -14.1 47.1
16.4497 -14.1 24.6
11.6443 -16.5 69.6
13.0453 -16.8 68.1
35.3247 -4.8 54.6
35.3247 -4.8 59.1
8.39055 -4.8 18.6
20.9387 -26.4 36.6
14.0997 -14.4 59.1
14.6872 -12 41.1
12.0661 -12 68.1
6.22136 -26.4 0.6
0.843574 -26.4 41.1
18.2122 -12 32.1
44.1822 -14.4 59.1
44.1822 -14.4 32.1
7.69761 -16.8 23.1
12.3071 -16.8 63.6
41.1845 0 36.6
41.2899 0 36.6
44.2726 -14.7 41.1
44.4684 -14.7 41.1
8.01395 -21.9 63.6
8.01395 -21.9 59.1
20.3362 -9.9 27.6
12.4879 -17.1 63.6
14.5818 -12.3 45.6
12.9248 -17.1 68.1
20.547 -26.7 41.1
39.889 -5.1 0.6
43.7303 -12.3 45.6
36.1532 -5.1 32.1
20.1705 -29.1 27.6
20.1705 -26.7 50.1
19.7788 -26.7 59.1
13.8587 -14.7 50.1
13.8587 -14.7 59.1
35.5355 -5.4 68.1
35.9423 -5.4 32.1
13.3917 -12.6 50.1
13.3917 -15 36.6
19.6884 -27 59.1
19.9294 -27 54.6
13.1055 -15 54.6
13.1055 -12.6 63.6
13.8888 -15 59.1
23.3037 -32.1 18.6
19.5076 -32.1 32.1
35.415 -5.7 68.1
45.6434 -15.3 0.6
13.1808 -12.9 63.6
13.3014 -15.3 36.6
13.3917 -15.6 36.6
19.3419 -32.4 32.1
15.335 -13.5 36.6
7.81812 -23.1 68.1
44.0315 -15.9 54.6
19.116 -32.7 45.6
0.617617 -28.2 45.6
14.8831 -13.8 32.1
14.8831 -13.8 36.6
18.89 -33 54.6
0.873702 -28.2 36.6
15.0939 -13.8 36.6
0.406723 -30.6 59.1
1.08459 -28.2 36.6
1.08459 -28.2 32.1
14.4763 -14.1 45.6
0.933957 -28.5 41.1
0.933957 -28.5 36.6
12.3071 -18.9 63.6
12.6084 -18.9 63.6
18.6942 -33.3 54.6
14.9433 -14.1 36.6
13.0151 -16.5 54.6
18.4833 -35.7 63.6
13.1206 -16.8 67.8
8.37548 -21.6 45.3
0.677872 -26.4 45.3
14.0997 -14.4 58.8
6.26655 -26.4 0.3
12.3071 -16.8 63.3
20.9387 -28.8 9.3
12.1414 -7.2 58.8
20.773 -26.4 36.3
44.1521 -14.4 58.8
18.2573 -12 31.8
41.2598 0 36.3
44.2726 -14.7 54.3
8.01395 -21.9 67.8
8.01395 -19.5 31.8
44.4835 -14.7 36.3
20.3362 -26.7 45.3
20.5621 -26.7 40.8
20.1855 -29.1 27.3
13.8888 -14.7 58.8
19.7939 -26.7 58.8
12.5331 -17.1 63.3
14.3257 -12.3 45.3
14.4161 -12.3 45.3
12.1716 -7.5 58.8
12.8796 -17.1 67.8
36.0025 -5.1 31.8
36.123 -5.1 22.8
35.5205 -5.4 67.8
13.3767 -12.6 49.8
35.9573 -5.4 31.8
19.9294 -27 58.8
19.7035 -27 63.3
19.7035 -27 58.8
43.9864 -15 54.3
13.0905 -15.3 54.3
35.415 -5.7 67.8
19.5076 -32.1 31.8
45.7338 -15.3 0.3
15.4856 -13.2 36.3
19.3419 -32.4 31.8
13.3917 -15.6 31.8
15.3802 -13.5 36.3
44.0165 -15.9 54.3
44.0165 -15.9 45.3
44.0165 -15.9 40.8
19.1311 -32.7 45.3
0.647744 -28.2 45.3
0.647744 -28.2 40.8
1.09966 -28.2 31.8
0.873702 -28.2 36.3
18.9051 -33 54.3
18.9051 -28.2 67.8
18.9051 -33 49.8
0.406723 -30.6 58.8
14.9734 -13.8 31.8
12.8946 -18.6 67.8
14.4914 -14.1 45.3
14.8831 -14.1 31.8
35.4301 -6.9 67.8
0.180766 -28.5 49.8
12.6385 -18.9 63.3
18.4532 -35.7 63.3
13.1055 -14.1 63.3
12.7289 -18.9 66.9
13.4068 -16.5 39.9
13.4068 -16.5 35.4
13.5273 -16.5 57.9
13.1658 -14.1 66.9
12.0059 -16.5 71.4
0.421787 -30.9 62.4
14.4763 -14.1 48.9
18.5134 -11.7 35.4
18.7846 -33.3 57.9
0.723063 -28.2 44.4
18.9653 -33 53.4
0.858638 -28.2 39.9
18.0163 -13.8 35.4
8.30016 -16.2 12.9
18.649 -33 57.9
14.627 -13.8 44.4
15.0337 -13.8 39.9
0.51217 -28.2 48.9
14.5516 -13.5 48.9
19.1913 -32.7 48.9
19.1913 -32.7 44.4
19.4474 -32.4 35.4
19.4474 -27.6 66.9
35.5054 -6 53.4
10.6351 -15.3 71.4
19.1913 -32.1 48.9
19.5679 -27.3 66.9
13.5273 -15.3 57.9
19.8692 -27.3 62.4
35.415 -5.7 71.4
13.1808 -12.9 66.9
35.5807 -5.4 71.4
19.7487 -27 66.9
19.9746 -29.4 30.9
12.518 -17.4 66.9
13.5725 -15 57.9
44.2876 -14.7 71.4
44.2876 -14.7 66.9
44.2876 -14.7 62.4
8.10433 -19.5 35.4
8.10433 -21.9 66.9
20.2307 -29.1 30.9
20.3663 -26.7 48.9
13.9039 -14.7 53.4
13.9039 -14.7 62.4
20.5922 -29.1 17.4
8.33029 -4.8 21.9
20.8333 -26.4 39.9
44.1069 -14.4 57.9
12.2619 -16.8 66.9
18.3025 -33.6 66.9
14.2052 -12 48.9
35.5807 -4.8 44.4
13.3014 -14.1 67.2
14.627 -14.1 49.2
12.7139 -16.5 62.7
0.256085 -28.5 53.7
18.5134 -33.3 62.7
18.5134 -11.7 35.7
11.9908 -16.5 71.7
13.4821 -16.2 35.7
0.888765 -28.2 40.2
18.9503 -33 53.7
8.1194 -18.6 58.2
0.677872 -28.2 44.7
14.627 -13.8 44.7
0.482042 -28.2 49.2
15.0036 -13.8 40.2
18.7695 -33 58.2
19.1913 -32.7 44.7
13.4972 -15.6 58.2
19.3871 -32.4 35.7
35.5807 -6 44.7
19.5528 -27.3 67.2
13.1357 -12.9 67.2
8.02902 -17.7 58.2
19.1913 -32.1 49.2
19.1913 -32.1 44.7
35.4 -5.7 71.7
45.7338 -15.3 4.2
35.5657 -5.4 71.7
35.7314 -5.4 40.2
19.7336 -27 67.2
13.5122 -15 58.2
19.9746 -27 58.2
19.9746 -29.4 31.2
10.7104 -15 71.7
12.518 -17.4 67.2
44.2575 -14.7 58.2
44.2575 -14.7 49.2
44.2575 -14.7 44.7
8.01395 -21.9 67.2
8.01395 -21.9 62.7
13.919 -14.7 53.7
13.919 -14.7 62.7
20.3813 -26.7 49.2
20.2458 -9.9 31.2
20.5772 -29.1 17.7
8.33029 -4.8 22.2
20.8182 -26.4 40.2
14.16 -12 49.2
18.3025 -33.6 67.2
44.1219 -14.4 62.7
12.2318 -16.8 67.2
0.482042 -26.4 49.2
12.8042 -16.8 71.7
0.256085 -28.5 52.8
12.0812 -14.1 70.8
14.2956 -14.1 48.3
18.0766 -14.1 34.8
18.5586 -33.3 61.8
18.5586 -11.7 34.8
12.9248 -16.2 43.8
12.0812 -9 61.8
0.949021 -28.2 39.3
0.723063 -28.2 43.8
14.6571 -13.8 43.8
13.4369 -16.2 34.8
0.557361 -28.2 48.3
18.9503 -33 52.8
18.8147 -33 57.3
8.97804 -20.7 12.3
19.2214 -32.7 43.8
15.109 -13.5 39.3
10.7706 -15.6 70.8
13.226 -13.2 66.3
19.4775 -27.6 66.3
19.2365 -32.1 48.3
12.518 -17.7 66.3
13.5876 -15.3 57.3
35.4301 -5.7 70.8
45.6886 -15.3 3.3
10.7405 -15.3 70.8
35.5205 -5.4 52.8
35.7314 -5.4 39.3
19.6131 -27 66.3
19.7487 -27 61.8
20.0349 -29.4 30.3
13.8135 -15 57.3
44.3178 -14.7 43.8
8.02902 -21.9 61.8
20.2156 -26.7 52.8
20.2156 -29.1 25.8
20.2156 -9.9 30.3
13.7081 -14.7 57.3
20.4115 -26.7 48.3
13.9039 -14.7 61.8
35.6109 -5.1 43.8
20.6374 -29.1 16.8
8.34536 -4.8 21.3
20.8483 -26.4 39.3
12.2619 -16.8 66.3
14.3106 -12 48.3
18.3327 -33.6 66.3
12.7892 -16.5 62.1
13.5574 -16.5 35.1
0.301276 -28.5 53.1
12.0059 -14.1 71.1
14.3558 -14.1 48.6
18.5285 -11.7 35.1
8.76714 -21 21.6
8.76714 -16.2 8.1
0.933957 -28.2 39.6
12.0059 -16.2 71.1
0.677872 -28.2 44.1
12.8645 -18.6 71.1
0.51217 -28.2 48.6
13.0302 -13.8 66.6
18.9653 -33 53.1
13.3767 -16.2 39.6
13.3767 -16.2 35.1
14.642 -13.8 44.1
17.9862 -13.8 35.1
15.0638 -13.5 39.6
13.1658 -13.2 66.6
19.4775 -32.4 35.1
14.4462 -13.2 48.6
10.6351 -5.7 66.6
19.2214 -32.1 44.1
13.5424 -15.3 57.6
12.5331 -17.7 66.6
14.2654 -12.9 48.6
14.1449 -15.3 62.1
45.8844 -15.3 3.6
35.4301 -5.7 71.1
19.9294 -27.3 62.1
19.583 -27.3 66.6
35.5205 -5.4 71.1
35.6109 -5.4 39.6
35.8218 -5.4 35.1
19.7336 -27 62.1
19.9746 -29.4 30.6
19.5378 -27 66.6
44.3629 -14.7 44.1
8.05914 -21.9 66.6
20.2307 -26.7 53.1
20.2307 -29.1 26.1
20.2307 -9.9 30.6
13.9039 -14.7 62.1
13.6629 -14.7 57.6
20.6374 -29.1 17.1
8.33029 -21.6 53.1
12.2469 -16.8 66.6
44.1069 -12 3.6
35.6109 -4.8 44.1
20.8333 -26.4 39.6
12.6837 -14.4 62.1
18.3025 -12 35.1
14.1901 -12 48.6
18.1218 -14.1 34.2
14.3257 -14.1 47.7
18.5586 -11.7 34.2
41.8021 -14.1 47.7
18.6791 -33.3 56.7
18.7846 -11.4 34.2
18.7846 -33 56.7
14.6872 -13.8 43.2
41.5912 -13.8 47.7
0.964084 -28.2 38.7
12.9699 -18.6 70.2
0.783319 -28.2 43.2
0.527234 -30.6 61.2
19.0105 -33 52.2
13.5424 -16.2 56.7
12.1565 -9 61.2
11.2677 -15.9 70.2
9.42995 -23.1 2.7
9.5354 -23.1 2.7
12.8042 -18.3 70.2
13.3465 -15.9 38.7
15.1693 -13.5 38.7
19.1913 -32.7 43.2
18.9804 -32.4 52.2
12.5783 -18 65.7
41.9377 -13.2 47.7
19.9294 -27.3 61.2
35.4301 -5.7 70.2
19.2666 -32.1 34.2
19.0256 -32.1 56.7
12.5482 -17.7 65.7
13.6629 -15.3 56.7
35.5054 -5.4 70.2
12.1716 -12.6 70.2
35.882 -5.4 34.2
19.6432 -31.8 34.2
19.8089 -27 61.2
20.0349 -29.4 29.7
44.2424 -15 34.2
13.4219 -15 34.2
45.1312 -15 16.2
12.7139 -15 61.2
44.3027 -14.7 61.2
44.3027 -14.7 34.2
8.01395 -21.9 65.7
20.4416 -26.7 47.7
13.9039 -14.7 56.7
20.2458 -9.9 29.7
42.9469 -14.7 56.7
43.9412 -12.3 47.7
20.6977 -26.7 38.7
8.34536 -21.6 47.7
12.2921 -16.8 65.7
14.2504 -12 47.7
18.3628 -33.6 65.7
20.8785 -26.4 38.7
43.6851 -12 47.7
43.2934 -14.4 56.7
43.4742 -14.4 16.2
42.9319 -14.4 56.7
43.1127 -14.4 56.7
20.6826 -28.8 16.2
12.1264 -16.5 70.5
18.5888 -11.7 34.5
18.1218 -14.1 34.5
14.2052 -14.1 48
12.9398 -16.2 43.5
12.9398 -18.6 70.5
14.6571 -13.8 43.5
0.933957 -28.2 39
13.4671 -16.2 34.5
13.4671 -16.2 57
0.753191 -28.2 43.5
0.542297 -30.6 61.5
18.7545 -33 57
19.0256 -33 52.5
12.1414 -9 61.5
9.27931 -15.9 3
9.27931 -23.1 3
11.1322 -15.9 70.5
19.2365 -32.7 43.5
15.1843 -13.5 39
13.5424 -15.6 57
10.9815 -15.6 70.5
13.2863 -13.2 66
13.5876 -15.3 34.5
13.5876 -15.3 57
19.2666 -32.1 43.5
19.2666 -32.1 34.5
35.4602 -5.7 70.5
35.4602 -5.7 52.5
12.5783 -17.7 66
35.6109 -5.4 70.5
13.5574 -15 57
19.7637 -27 66
20.0349 -29.4 30
12.6988 -15 61.5
45.3722 -15 3
44.3027 -14.7 43.5
8.01395 -21.9 70.5
20.4265 -26.7 48
13.7533 -14.7 57
13.919 -14.7 61.5
20.2307 -26.7 52.5
8.37548 -21.9 34.5
8.37548 -19.5 25.5
20.6224 -29.1 16.5
8.37548 -16.8 57
12.2619 -16.8 66
14.2805 -12 48
18.3779 -33.6 66
20.8333 -26.4 39
20.7128 -28.8 16.5
44.378 -14.4 33.3
14.0244 -14.4 60.3
8.34536 -21.6 46.8
20.8935 -26.4 37.8
12.4427 -16.8 64.8
6.14604 -26.4 1.8
18.3628 -33.6 64.8
20.6977 -28.8 15.3
45.5379 -14.4 1.8
18.167 -12 33.3
12.7741 -16.8 69.3
13.8135 -14.4 55.8
44.2726 -14.7 42.3
8.02902 -21.9 64.8
14.1148 -14.7 60.3
35.5657 -5.1 46.8
35.5657 -5.1 42.3
20.291 -9.9 28.8
20.4868 -29.1 19.8
13.693 -14.7 55.8
45.4174 -14.7 1.8
42.5553 -12.3 46.8
20.0951 -29.1 28.8
35.5958 -5.4 69.3
19.6432 -27 64.8
19.824 -27 60.3
13.2411 -12.6 64.8
10.7405 -15 69.3
13.7533 -15 55.8
20.0951 -29.4 28.8
13.4671 -15 55.8
45.5078 -15 1.8
44.9956 -15 15.3
19.357 -32.1 46.8
19.357 -32.1 42.3
35.415 -5.7 69.3
10.8309 -15.3 69.3
12.4879 -18 64.8
12.9699 -18 69.3
22.4602 -25.2 6.3
1.34068 -27.6 28.8
12.0511 -13.5 69.3
13.1808 -13.5 64.8
15.2446 -13.5 37.8
13.5574 -16.2 55.8
1.00928 -28.2 37.8
14.7625 -13.8 33.3
0.572425 -28.2 46.8
0.783319 -28.2 42.3
12.4879 -18.6 64.8
18.875 -33 55.8
0.361532 -30.6 60.3
10.1229 -23.4 1.8
11.7498 -16.5 69.3
45.8392 -16.5 1.8
14.3257 -14.1 46.8
18.6038 -11.7 33.3
12.8193 -14.4 60
14.0696 -14.4 60
8.33029 -4.8 19.5
8.33029 -21.6 46.5
6.1611 -26.4 1.5
20.8935 -28.8 15
18.2122 -12 33
18.4231 -33.6 64.5
12.4728 -16.8 64.5
44.3178 -12 15
11.9456 -14.4 69
44.2876 -14.7 42
8.02902 -19.5 33
13.0453 -17.1 69
13.0453 -14.7 55.5
14.0696 -14.7 60
10.3338 -21.9 1.5
10.3338 -5.1 64.5
20.291 -26.7 51
44.7847 -14.7 24
13.6026 -14.7 33
13.6026 -14.7 55.5
20.5019 -29.1 19.5
19.7035 -26.7 60
12.6988 -14.7 60
43.0524 -14.7 55.5
1.20511 -26.7 33
35.5205 -5.1 46.5
19.3419 -31.5 33
35.6711 -5.1 37.5
35.5807 -5.4 69
13.7985 -15 55.5
19.8692 -27 60
19.6733 -27 60
44.9956 -15 15
10.4091 -5.4 64.5
13.1507 -12.6 64.5
20.1253 -29.4 28.5
44.8751 -15 24
44.9052 -15 15
19.4173 -31.8 33
12.4427 -17.7 64.5
19.3871 -32.1 33
19.4926 -27.3 64.5
1.416 -27.3 28.5
35.3849 -5.7 69
22.7012 -24.9 6
45.3421 -15.3 1.5
22.6108 -25.2 6
13.0151 -15.6 55.5
12.4728 -18 64.5
7.81812 -23.1 69
15.2596 -13.5 37.5
13.2411 -13.5 64.5
12.1414 -8.7 60
14.4914 -13.5 46.5
13.5725 -16.2 55.5
1.08459 -28.2 37.5
14.7927 -13.8 33
0.557361 -30.6 60
12.6235 -18.6 64.5
12.6235 -18.6 46.5
12.6235 -16.2 60
0.798382 -28.2 42
12.1866 -13.8 69
18.875 -33 55.5
7.9085 -23.4 60
14.3709 -14.1 46.5
12.8042 -18.9 69
11.8552 -16.5 69
13.9642 -14.4 55.2
6.19123 -26.4 1.2
20.9387 -26.4 37.2
20.9387 -28.8 10.2
8.36042 -4.8 19.2
12.8193 -14.4 41.7
12.8193 -16.8 68.7
11.9305 -14.4 68.7
13.0001 -14.4 55.2
20.7278 -26.4 37.2
18.2122 -12 32.7
12.518 -16.8 64.2
44.2424 -14.4 32.7
18.3779 -33.6 64.2
44.2726 -14.7 55.2
44.2726 -14.7 46.2
44.2726 -14.7 41.7
7.98382 -21.9 68.7
1.29549 -26.7 32.7
14.1449 -14.7 59.7
20.291 -26.7 50.7
44.6341 -12.3 10.2
20.5169 -29.1 19.2
13.4972 -14.7 55.2
43.2633 -14.7 55.2
43.3386 -14.7 55.2
35.4904 -5.1 50.7
35.4904 -5.4 59.7
35.5506 -5.4 41.7
35.5506 -5.4 37.2
13.0453 -15 55.2
19.8842 -27 59.7
35.882 -5.4 32.7
19.6733 -27 59.7
13.8135 -15 55.2
12.8042 -15 41.7
12.8042 -17.4 68.7
12.4427 -17.4 64.2
1.416 -27 28.2
20.1403 -29.4 28.2
20.1403 -27 50.7
43.67 -12.6 46.2
35.4 -5.7 68.7
19.4775 -32.1 32.7
22.9271 -32.1 19.2
45.4475 -15.3 1.2
13.1206 -12.9 64.2
41.0489 -1.2 37.2
13.1507 -13.2 64.2
13.3014 -13.5 64.2
15.2898 -13.5 37.2
19.116 -32.7 46.2
14.8228 -13.8 32.7
13.6177 -16.2 55.2
1.02434 -28.2 37.2
12.1866 -9 59.7
12.1866 -18.6 64.2
0.813446 -28.2 41.7
0.602553 -28.2 46.2
0.602553 -28.2 41.7
18.8599 -33 55.2
12.7289 -16.2 59.7
0.421787 -28.2 50.7
14.4161 -14.1 46.2
22.0384 -28.5 50.7
14.2353 -14.1 46.2
0.873702 -28.5 41.7
0.301276 -28.5 50.7
18.6189 -35.7 64.2
8.40561 -4.8 18.9
12.9549 -16.8 68.4
20.7429 -28.8 14.4
11.9757 -14.4 63.9
11.9757 -12 68.4
20.9236 -28.8 9.9
6.20629 -26.4 0.9
14.0696 -14.4 59.4
18.2272 -12 32.4
1.06953 -26.4 36.9
44.2274 -14.4 32.4
44.2726 -14.7 41.4
8.01395 -21.9 63.9
20.532 -29.1 18.9
20.3211 -9.9 27.9
8.31523 -21.9 32.4
43.4591 -14.7 54.9
13.6629 -14.7 54.9
20.1855 -26.7 50.4
12.503 -17.1 63.9
13.0151 -14.7 54.9
35.3698 -5.1 68.4
1.17498 -26.7 32.4
19.7939 -26.7 59.4
35.5958 -5.4 68.4
13.1055 -17.4 68.4
13.1055 -15 54.9
35.8971 -5.4 32.4
19.8993 -27 59.4
19.6884 -27 59.4
13.452 -15 54.9
13.8436 -15 54.9
12.4427 -17.4 63.9
23.1682 -32.1 18.9
35.4 -5.7 68.4
13.211 -12.9 63.9
19.4323 -32.1 32.4
19.5528 -27.3 59.4
45.5229 -15.3 0.9
23.2284 -32.4 18.9
19.3419 -32.4 32.4
14.7023 -13.5 41.4
15.3199 -13.5 36.9
13.3315 -13.5 63.9
42.0732 -13.5 45.9
19.1009 -32.7 45.9
0.82851 -28.2 41.4
14.868 -13.8 32.4
1.06953 -28.2 36.9
0.63268 -28.2 45.9
0.63268 -28.2 41.4
18.8599 -33 54.9
13.6629 -16.2 54.9
0.376595 -30.6 59.4
15.1693 -13.8 36.9
12.2619 -18.6 63.9
14.4462 -14.1 45.9
0.798382 -28.5 41.4
1.00928 -28.5 36.9
12.277 -18.9 63.9
22.0986 -26.1 9.9
18.6339 -11.7 32.4
12.9097 -18.9 68.4
8.34536 -21.6 49.5
13.1658 -12 63
12.8494 -14.4 40.5
6.29668 -26.4 0
14.1299 -14.4 58.5
14.1299 -12 45
0.587489 -26.4 45
20.9688 -26.4 31.5
20.9688 -28.8 4.5
18.2573 -12 31.5
20.8182 -26.4 36
44.1219 -14.4 54
44.1219 -14.4 45
44.1219 -14.4 40.5
