Run 14989
Subrun 399
Event 3990012
12.5934 -6.15 43.85
12.5934 -6.15 57.35
29.7059 5.85 79.85
29.7059 5.85 84.35
34.2099 -8.55 79.85
29.9318 6.15 66.65
36.123 3.75 53.15
35.0083 6.15 57.65
35.0083 -10.65 71.15
30.203 6.15 71.15
30.5796 6.15 57.65
34.6468 6.15 57.65
30.8055 6.45 57.65
38.7893 -15.15 66.65
35.3397 9.15 57.65
35.7314 6.75 53.15
14.8379 -7.65 80.15
38.714 -14.85 66.65
35.6711 7.05 53.15
32.8994 7.05 17.15
37.8102 14.25 71.15
38.0211 14.25 71.15
12.3975 -7.35 80.15
37.6897 -9.45 66.65
13.0001 -7.05 39.65
32.4625 7.35 17.15
32.6584 7.35 17.15
32.7487 7.35 17.15
30.5494 -7.05 75.65
30.6699 7.35 53.15
30.7302 7.35 53.15
33.1404 -7.05 84.65
12.9097 -6.75 48.65
19.7336 -4.35 84.65
37.524 -9.15 66.65
37.524 14.85 71.15
19.9144 -4.35 71.15
34.5263 7.65 57.65
20.6374 -4.35 62.15
33.1705 -6.75 84.65
33.9689 -6.75 80.15
34.2551 -9.15 80.15
20.0951 -4.35 66.65
20.3813 -4.35 66.65
12.7289 -6.45 30.65
36.2887 5.55 53.15
33.1555 -6.45 84.65
37.8252 15.15 71.15
37.6746 15.15 71.15
12.5934 -6.15 44.15
12.5934 -6.15 57.65
29.736 5.85 80.15
36.3641 5.85 53.15
34.1647 -8.55 80.15
37.6144 15.45 71.15
35.0686 10.65 57.65
12.5934 -6.15 78.95
12.5934 -6.15 42.95
36.0628 -10.95 65.45
36.6201 17.85 74.45
29.7059 5.85 78.95
35.0535 10.65 56.45
32.8542 8.25 15.95
34.225 -8.55 78.95
12.6385 15.15 78.95
35.1288 10.35 56.45
33.743 -6.45 83.45
35.3849 7.95 51.95
34.2099 -8.85 78.95
12.8344 -6.75 83.45
12.8344 -6.75 69.95
35.4452 7.65 51.95
36.4996 17.25 74.45
19.8089 -4.35 74.45
19.6733 -4.35 78.95
19.6733 -4.35 83.45
19.9746 -4.35 69.95
33.8635 -6.75 78.95
20.7128 -4.35 60.95
20.3964 -4.35 65.45
20.2006 -4.35 65.45
38.955 -13.95 65.45
34.6618 7.35 56.45
13.0001 -7.05 38.45
34.0292 -7.05 78.95
35.5958 7.35 51.95
37.4035 -9.75 65.45
34.4359 7.05 56.45
37.1474 -2.55 83.45
33.291 -7.65 83.45
35.7916 6.75 51.95
35.5958 6.45 51.95
36.0176 -13.05 65.45
30.3837 -8.25 74.45
30.0222 6.15 69.95
29.9167 6.15 65.45
29.9167 6.15 69.95
30.5494 6.15 56.45
36.108 -10.95 65.15
12.6385 -6.15 42.65
12.6385 -6.15 56.15
38.4429 -8.55 60.65
29.7059 5.85 78.65
29.7059 5.85 83.15
33.0048 8.25 15.65
33.0048 -6.15 83.15
35.1138 10.65 56.15
36.7407 17.55 74.15
12.744 -6.45 29.15
36.1833 5.55 51.65
12.4427 -6.45 78.65
35.2041 10.35 56.15
34.2551 -8.85 78.65
12.8645 -6.75 65.15
36.5448 17.25 74.15
19.7939 -4.35 83.15
19.7939 -4.35 74.15
20.773 -4.35 60.65
19.6583 -4.35 83.15
20.0349 -4.35 65.15
20.2608 -4.35 65.15
20.4265 -4.35 60.65
13.0151 -7.05 38.15
34.7673 7.35 56.15
20.2156 -4.65 65.15
37.4336 -9.45 65.15
30.9863 7.35 51.65
30.7302 7.35 56.15
34.4811 7.05 56.15
38.0512 14.25 69.65
37.7499 13.95 69.65
35.8067 6.75 51.65
33.3814 -7.95 83.15
30.8356 6.45 51.65
35.6259 6.45 51.65
39.0906 -15.15 65.15
30.4289 -8.25 74.15
30.218 6.15 69.65
29.8565 6.15 65.15
30.6549 6.15 56.15
35.6561 6.15 51.65
12.6235 -6.15 78.35
29.7209 5.85 78.35
38.3826 -8.55 60.35
38.1868 15.45 69.35
33.6526 -6.15 82.85
35.174 10.65 55.85
34.2702 -8.55 78.35
36.2285 5.55 51.35
12.744 -6.45 28.85
12.5331 -6.45 42.35
35.159 10.35 55.85
33.5923 -6.45 82.85
33.6676 -6.45 78.35
34.1949 -8.85 78.35
36.8612 17.25 73.85
12.8645 -6.75 46.85
12.5632 -6.75 42.35
36.6051 17.25 73.85
19.7185 -4.35 82.85
20.0349 -4.35 69.35
20.1705 -4.35 64.85
36.3641 5.25 51.35
20.5169 -4.35 60.35
30.1427 7.65 69.35
21.3153 -4.35 55.85
13.0001 -7.05 37.85
30.7001 7.35 55.85
34.8125 7.35 55.85
30.3687 7.35 60.35
30.9411 7.35 51.35
37.4185 -9.45 64.85
39.1659 -14.25 64.85
36.9515 16.95 73.85
38.1265 14.25 69.35
34.1195 -9.75 78.35
35.0987 9.15 55.85
33.4266 -7.95 82.85
35.7314 6.15 51.35
30.218 6.15 69.35
30.4139 -8.25 73.85
29.977 3.75 82.85
30.6699 6.15 55.85
12.6235 -6.15 42.05
29.7209 5.85 82.55
33.6224 -6.15 82.55
12.7289 -6.45 28.55
12.5783 -6.45 42.05
34.2702 -8.85 78.05
35.2041 10.35 55.55
20.1554 -4.05 64.55
12.8645 -6.75 28.55
36.3189 5.25 51.05
20.065 -4.35 64.55
19.8089 -4.35 82.55
20.2458 -4.35 64.55
36.6653 17.25 73.55
30.0674 7.65 69.05
20.5169 -4.35 60.05
20.7881 -4.35 60.05
13.0001 -7.05 37.55
36.9817 16.95 73.55
12.7741 -7.05 28.55
36.6955 16.95 73.55
39.2412 -14.25 64.55
37.5089 -9.45 64.55
34.8577 7.35 55.55
34.8577 7.05 55.55
38.1717 14.25 69.05
37.0419 16.65 73.55
35.0987 9.15 55.55
34.1949 -7.65 78.05
34.5715 6.75 55.55
35.1288 8.85 55.55
30.8959 6.45 51.05
35.8218 6.45 51.05
11.6142 -1.05 24.05
30.444 -8.25 73.55
29.8716 3.75 82.55
30.1728 6.15 69.05
33.517 -8.25 82.55
30.6549 6.15 55.55
38.1567 13.35 69.05
35.3698 10.65 54.65
12.6536 -6.15 41.15
29.7812 5.85 81.65
36.0628 -8.55 63.65
36.0628 -10.95 63.65
12.7591 -6.45 27.65
35.3849 10.35 54.65
34.3455 -8.85 77.15
33.8785 -6.45 77.15
21.1496 -4.05 54.65
12.8796 -6.75 63.65
20.8785 -4.35 59.15
19.8089 -4.35 81.65
20.532 -4.35 59.15
19.9897 -4.35 63.65
13.0151 -7.05 36.65
35.0686 9.75 54.65
20.0801 -4.65 68.15
20.3964 -4.65 59.15
37.6294 14.55 68.15
33.6827 -7.35 81.65
35.0535 9.45 54.65
34.1045 -7.35 77.15
37.8403 14.25 68.15
12.3071 -5.25 81.65
12.3071 13.95 77.15
37.3583 -10.35 68.15
30.9411 6.45 50.15
34.1798 -10.35 77.15
30.7302 6.45 50.15
29.9017 6.15 63.65
36.0628 3.75 50.15
30.2783 6.15 59.15
30.1126 6.15 68.15
37.4487 -10.65 63.65
37.4938 13.35 68.15
30.4741 6.15 54.65
13.5876 -7.95 22.85
13.2562 -7.95 27.35
30.9561 6.45 54.35
31.1369 6.45 45.35
13.3917 -7.65 27.35
31.875 6.75 27.35
31.6943 6.75 31.85
31.5135 6.75 40.85
32.0859 -7.65 85.85
32.3571 6.75 18.35
13.226 -7.35 45.35
13.1055 -7.05 40.85
26.196 16.05 21.95
13.5876 -7.95 21.95
30.9712 6.45 53.45
13.3917 -7.65 26.45
26.1508 16.35 21.95
31.9504 6.75 26.45
31.4231 6.75 39.95
32.2064 -12.45 71.45
32.1462 -7.65 84.95
13.2411 -7.35 44.45
13.0754 -7.05 39.95
11.1774 0.45 26.45
39.4672 -15.45 26.15
13.5876 -7.95 21.65
31.0164 6.45 53.15
31.1821 6.45 44.15
26.2261 16.05 21.65
13.4068 -7.65 26.15
31.9504 -5.25 84.65
31.5738 6.75 30.65
31.8148 6.75 26.15
32.1763 -12.45 71.15
31.3779 6.75 39.65
32.4475 6.75 17.15
13.2411 -7.35 44.15
13.0302 -7.05 48.65
12.8042 -6.75 66.65
11.1623 0.45 26.15
38.9852 -13.95 66.65
12.6988 -6.45 30.65
11.1171 0.75 26.15
38.9701 -13.65 66.65
12.7591 -6.15 66.65
39.5727 -13.35 26.15
13.6026 -7.95 20.75
31.0465 6.45 52.25
32.4927 6.45 16.25
13.452 -7.65 25.25
14.1449 -7.65 20.75
13.8587 -7.65 20.75
31.5436 6.75 34.25
31.7545 6.75 29.75
31.7545 6.75 25.25
31.9805 -2.85 83.75
31.9805 6.75 20.75
32.1914 -12.45 70.25
13.1959 -7.35 43.25
13.0603 -7.05 38.75
13.211 -7.05 25.25
11.2527 0.75 25.25
13.6026 -7.95 20.45
32.4927 6.45 15.95
32.2968 -7.95 83.45
32.2968 -12.75 69.95
31.0616 6.45 51.95
13.452 -7.65 24.95
32.0257 -5.25 83.45
32.1914 -12.45 69.95
31.5738 6.75 38.45
31.5738 6.75 33.95
31.7847 6.75 24.95
13.1959 -7.35 33.95
13.1959 -7.35 42.95
12.5482 -7.35 42.95
12.8042 -7.35 65.45
12.8042 -7.35 51.95
12.9549 -7.35 38.45
13.0754 -7.05 38.45
13.4068 -7.05 24.95
11.3581 0.45 24.95
37.2679 -8.55 69.35
13.1055 -7.05 37.85
13.1959 -7.35 42.35
31.7545 7.05 28.85
13.3917 -7.65 24.35
32.0106 -5.25 82.85
32.0106 -2.85 82.85
31.6039 6.75 28.85
31.8298 6.75 24.35
31.4533 6.75 37.85
32.2818 -12.45 69.35
13.6177 -7.95 19.85
31.0767 6.45 51.35
31.2424 6.45 42.35
32.5378 6.45 15.35
13.0905 -7.05 38.15
11.4334 0.15 24.65
13.1808 -7.35 38.15
31.7997 7.05 29.15
12.518 -7.65 78.65
13.4671 -7.65 24.65
32.0257 -2.85 83.15
31.7997 6.75 29.15
32.2064 -12.45 69.65
31.5738 6.75 38.15
13.6026 -7.95 20.15
32.4475 6.45 15.65
31.152 6.45 51.65
Run 14989
Subrun 399
Event 3990019
6.26655 8.25 28.25
22.0685 -6.15 19.25
6.40212 8.25 19.25
25.1867 -3.75 19.25
5.87489 8.25 37.25
5.93514 7.95 37.25
5.93514 7.95 32.75
5.81463 7.95 41.75
6.73353 7.95 14.75
24.78 -4.05 23.75
5.51336 7.95 46.25
2.22945 17.25 41.75
23.8762 -4.35 28.25
2.75668 17.25 19.25
2.75668 10.05 59.75
23.4694 -4.35 37.25
24.2979 -4.35 28.25
22.5204 -4.65 46.25
2.60604 16.95 23.75
23.0025 -4.65 41.75
1.98842 16.95 46.25
21.8576 -7.65 19.25
37.1323 -17.25 28.25
21.4961 -5.55 50.75
21.7371 -5.85 28.25
25.4579 -5.85 19.25
22.0534 -6.15 19.55
6.52263 8.25 19.55
6.40212 8.25 19.55
6.26655 8.25 28.55
25.1566 -3.75 19.55
5.95021 7.95 33.05
5.69412 7.95 42.05
5.79957 7.95 37.55
6.10085 7.95 28.55
24.7499 -4.05 24.05
6.74859 7.95 15.05
24.2678 -4.05 28.55
2.39515 17.25 24.05
2.24451 17.25 42.05
23.4393 -4.35 37.55
24.2678 -4.35 28.55
23.846 -4.35 28.55
2.71149 17.25 19.55
2.63617 16.95 19.55
22.5053 -4.65 46.55
22.9573 -4.65 42.05
1.9583 16.95 42.05
3.99191 9.45 55.55
21.8727 -7.65 19.55
21.5563 -5.55 42.05
36.9967 -17.55 28.55
21.7823 -5.85 33.05
25.4277 -5.85 19.55
6.46238 8.25 23.15
6.01046 8.25 32.15
22.0384 -6.15 18.65
22.0384 -6.15 14.15
5.78451 8.25 41.15
25.247 -3.75 18.65
5.78451 7.95 41.15
5.9954 7.95 32.15
24.8101 -4.05 23.15
6.73353 7.95 14.15
6.3268 7.95 23.15
2.13906 17.25 41.15
2.21438 17.25 27.65
23.9364 -4.35 27.65
6.29668 7.65 27.65
2.56085 17.25 18.65
23.5297 -4.35 36.65
2.60604 16.95 23.15
22.6259 -4.65 41.15
23.0778 -4.65 41.15
4.54927 7.05 81.65
36.8762 -17.25 27.65
21.5714 -5.55 45.65
21.5714 -5.55 41.15
21.7973 -5.85 27.65
21.7973 -5.85 23.15
5.90502 6.15 36.65
25.1867 -3.75 18.95
6.44731 8.25 18.95
22.0836 -6.15 18.95
6.5377 8.25 14.45
6.31174 8.25 27.95
5.664 7.95 50.45
6.74859 7.95 14.45
5.95021 7.95 32.45
6.11591 7.95 27.95
24.8402 -4.05 23.45
24.3281 -4.05 27.95
6.26655 7.95 23.45
2.07881 17.25 41.45
2.30476 17.25 27.95
23.9063 -4.35 27.95
23.4996 -4.35 36.95
2.81693 10.05 59.45
2.71149 17.25 18.95
2.63617 16.95 18.95
22.5957 -4.65 45.95
23.0326 -4.65 41.45
36.8009 -17.25 27.95
5.64893 6.75 45.95
21.8727 -7.65 18.95
21.4659 -5.55 41.45
21.1647 -5.55 63.95
21.7522 -5.85 27.95
25.4729 -5.85 18.95
21.7973 -5.85 31.55
21.6316 -5.55 36.05
21.4659 -5.55 45.05
22.1589 -4.95 49.55
22.6861 -4.65 45.05
1.85285 16.95 49.55
2.50059 16.95 22.55
23.138 -4.65 40.55
2.07881 17.25 45.05
23.5749 -4.35 36.05
2.36502 17.25 27.05
23.9816 -4.35 31.55
2.63617 17.25 22.55
5.58868 7.95 54.05
23.6653 -4.05 36.05
5.96527 7.95 36.05
5.84476 7.95 40.55
24.8854 -4.05 22.55
24.4335 -4.05 27.05
6.44731 8.25 22.55
22.0384 -6.15 22.55
6.29668 8.25 31.55
6.3268 8.25 27.05
6.3268 8.25 22.55
25.2771 -3.75 22.55
21.7823 -5.85 31.25
21.6166 -5.55 53.75
36.8461 -17.55 31.25
23.1832 -5.25 40.25
23.2133 -4.95 40.25
22.189 -4.95 49.25
1.88298 16.95 49.25
22.7012 -4.65 44.75
2.56085 16.95 26.75
23.2133 -4.65 40.25
2.10893 17.25 44.75
2.27464 17.25 31.25
23.6351 -4.35 35.75
23.1531 -4.35 40.25
24.0117 -4.35 31.25
2.63617 17.25 22.25
6.76365 7.65 17.75
5.85983 7.95 40.25
5.70919 7.95 49.25
6.14604 7.95 31.25
24.9156 -4.05 22.25
23.6351 -4.05 35.75
24.4335 -4.05 26.75
21.948 -6.45 22.25
6.59795 8.25 17.75
6.43225 8.25 22.25
6.29668 8.25 31.25
22.0233 -6.15 22.25
25.2771 -3.75 22.25
21.7973 -5.85 30.35
5.664 6.15 48.35
5.43804 6.15 52.85
5.79957 6.15 39.35
21.481 -5.55 43.85
5.36272 6.45 52.85
5.22715 6.45 66.35
4.77523 9.15 25.85
22.7916 -4.65 43.85
1.92817 16.95 48.35
1.92817 16.95 43.85
2.60604 16.95 21.35
2.16919 17.25 43.85
2.33489 17.25 16.85
2.33489 17.25 25.85
23.6954 -4.35 34.85
24.1172 -4.35 30.35
23.2435 -4.35 39.35
2.63617 17.25 21.35
5.72425 7.95 48.35
5.88995 7.95 39.35
6.05566 7.95 30.35
22.9422 -4.05 43.85
24.5239 -4.05 25.85
22.0384 -6.15 21.35
6.47744 8.25 21.35
6.61302 8.25 16.85
6.35693 8.25 30.35
21.7672 -5.85 30.05
25.3524 -5.85 21.05
21.4659 -5.55 43.55
4.68485 6.45 84.05
4.68485 6.45 79.55
22.3396 -4.95 48.05
22.7765 -4.65 43.55
2.60604 16.95 21.05
22.3246 -4.65 48.05
1.91311 16.95 48.05
1.91311 16.95 43.55
2.33489 17.25 30.05
2.21438 17.25 43.55
2.21438 17.25 34.55
2.71149 17.25 21.05
23.6954 -4.35 34.55
23.2585 -4.35 39.05
24.1172 -4.35 30.05
5.84476 7.95 48.05
24.554 -4.05 25.55
22.8518 -4.05 43.55
22.7162 -4.05 48.05
6.47744 8.25 21.05
6.29668 8.25 25.55
6.10085 8.25 34.55
22.0534 -6.15 21.05
6.62808 8.25 16.55
22.189 -3.75 48.05
19.0859 -6.15 70.55
5.2874 7.95 66.05
5.2874 7.95 61.55
4.38357 7.95 57.05
4.956 7.95 75.05
36.6653 -13.65 66.05
36.816 -13.95 66.05
4.54927 7.65 84.05
4.82042 7.65 75.05
18.2573 -6.75 75.05
1.52145 16.95 61.55
1.61183 16.95 52.55
1.34068 16.95 84.05
17.2179 -4.65 70.55
20.9387 -4.95 84.05
1.43106 16.65 84.05
21.7823 -4.95 30.05
21.7823 -4.95 25.55
21.2099 -5.25 66.05
38.6086 -17.25 61.55
16.3442 -7.65 84.05
20.6073 -5.55 61.55
21.3454 -5.55 43.55
19.824 -5.85 66.05
19.1311 -6.15 70.25
5.34766 7.95 52.25
5.18195 7.95 70.25
4.71498 7.95 74.75
18.3628 -6.45 74.75
4.54927 7.95 83.75
4.54927 7.95 79.25
4.47395 7.95 56.75
4.5794 7.65 83.75
37.0118 -16.35 29.75
4.956 7.65 65.75
37.1173 -16.65 29.75
1.56664 16.95 61.25
17.3234 -2.25 47.75
1.29549 16.95 83.75
20.9387 -4.95 79.25
21.8124 -4.95 25.25
1.46119 16.65 65.75
21.2249 -5.25 65.75
21.5563 -5.25 20.75
21.5563 -5.25 34.25
16.4045 -7.65 83.75
21.3906 -5.55 52.25
20.6374 -5.55 61.25
19.8541 -5.85 65.75
38.5935 -15.75 64.25
19.4022 -6.15 68.75
5.37778 7.95 73.25
16.284 -6.45 82.25
3.31404 10.35 55.25
18.5888 -6.45 73.25
34.5263 -1.95 68.75
5.04638 7.65 64.25
4.62459 7.65 82.25
4.62459 7.65 77.75
4.69991 7.65 73.25
4.83549 7.65 68.75
5.36272 7.65 50.75
16.2539 -6.75 82.25
17.6397 -6.75 46.25
34.5865 -11.85 68.75
1.55157 16.95 59.75
1.26536 16.95 82.25
16.1484 -7.05 82.25
20.9688 -4.95 77.75
16.6756 -7.35 82.25
21.9781 -7.35 19.25
21.9781 -7.35 14.75
1.43106 16.65 68.75
1.43106 16.65 64.25
41.3351 -16.95 59.75
21.1345 -5.25 64.25
20.8634 -5.25 77.75
21.4659 -5.25 19.25
21.4659 -5.25 32.75
21.3605 -5.55 41.75
16.0882 -7.95 82.25
38.4429 -17.85 14.75
16.2991 -8.25 82.25
38.7893 -15.75 59.45
19.4625 -6.15 68.45
38.8948 -16.05 59.45
5.24221 7.95 63.95
5.49829 7.95 45.95
18.6339 -6.45 72.95
4.62459 7.95 81.95
4.88068 7.95 72.95
4.88068 7.95 68.45
4.60953 7.65 81.95
4.73004 7.65 72.95
3.17847 10.05 54.95
5.13676 7.65 59.45
5.4531 7.65 50.45
5.4531 7.65 45.95
17.7151 -6.75 45.95
34.692 -11.85 68.45
1.55157 16.95 59.45
1.61183 16.95 50.45
1.29549 16.95 81.95
20.9086 -4.95 59.45
20.9086 -4.95 81.95
34.8275 -12.15 68.45
16.751 -7.35 77.45
22.0384 -4.95 45.95
1.44613 16.65 63.95
21.1195 -5.25 63.95
20.8935 -5.25 59.45
21.4961 -5.25 18.95
21.3906 -5.55 41.45
20.1705 -7.95 36.95
19.598 -5.85 67.55
35.3397 -12.75 67.55
21.3304 -5.55 54.05
20.3211 -5.55 63.05
16.1635 -7.95 85.55
40.3861 -17.55 63.05
21.1044 -5.25 72.05
35.2493 -12.45 67.55
39.9342 -17.25 63.05
42.0431 -17.25 63.05
3.1634 9.45 58.55
39.7685 -16.95 63.05
20.9839 -4.95 58.55
20.9839 -4.95 72.05
1.20511 16.65 85.55
1.47625 16.65 63.05
16.9167 -4.95 72.05
39.5877 -16.65 63.05
1.59676 16.95 63.05
1.2503 16.95 85.55
4.54927 7.65 85.55
17.8808 -6.75 49.55
17.8808 -6.75 76.55
4.76017 7.65 76.55
14.8077 -16.35 85.55
4.94093 7.65 67.55
5.39285 7.95 54.05
5.13676 7.95 67.55
18.8147 -6.45 72.05
4.89574 7.95 76.55
4.89574 7.95 72.05
4.76017 7.95 76.55
16.1183 -7.95 85.85
20.2759 -7.95 40.85
35.1439 -12.45 72.35
21.0442 -5.25 81.35
41.9527 -17.25 63.35
21.5865 -5.25 36.35
16.8865 -4.95 72.35
20.9688 -4.95 85.85
1.47625 16.65 67.85
1.31055 16.65 85.85
33.0199 -16.95 76.85
39.5275 -16.65 63.35
1.5817 16.95 85.85
16.9468 -4.65 72.35
3.05796 9.75 58.85
39.407 -16.35 63.35
4.56434 7.65 58.85
4.56434 7.65 85.85
4.79029 7.65 76.85
17.8205 -6.75 76.85
5.31753 7.95 63.35
5.00119 7.95 76.85
18.7846 -6.45 72.35
35.8218 -13.05 66.95
19.6884 -8.25 71.45
19.6884 -5.85 66.95
3.79608 8.85 57.95
20.4265 -5.55 62.45
21.1195 -5.25 66.95
3.67557 9.15 57.95
15.0337 -17.25 84.95
15.9225 -17.25 84.95
16.1785 -7.65 84.95
20.9839 -4.95 57.95
20.9839 -4.95 71.45
38.8797 -16.95 62.45
1.46119 16.65 66.95
1.19004 16.65 84.95
14.9433 -16.95 84.95
1.61183 16.95 62.45
1.37081 16.95 84.95
17.0372 -4.65 71.45
39.8589 -16.65 62.45
4.51915 7.65 57.95
4.62459 10.05 26.45
4.79029 7.65 75.95
18.0163 -6.75 75.95
5.30246 7.95 66.95
4.89574 10.35 26.45
36.0176 -10.95 66.95
28.802 -3.75 21.95
18.9804 -6.15 71.45
35.641 -13.05 67.25
19.6282 -5.85 67.25
35.5054 -12.75 67.25
32.9747 -5.55 22.25
20.3663 -5.55 62.75
16.1936 -7.95 85.25
21.0743 -5.25 80.75
3.38936 9.15 58.25
20.9839 -4.95 80.75
39.0755 -16.95 62.75
1.22017 16.65 85.25
1.40094 16.65 67.25
1.40094 16.65 62.75
1.32562 16.65 71.75
1.32562 16.65 67.25
3.26885 9.45 58.25
39.7534 -16.95 62.75
1.59676 16.95 62.75
1.37081 16.95 85.25
39.7233 -16.65 62.75
14.9132 -16.65 85.25
16.9769 -4.65 71.75
39.181 -16.65 62.75
4.53421 7.65 58.25
17.9711 -6.75 76.25
4.79029 7.65 76.25
4.92587 7.65 67.25
5.40791 7.95 53.75
5.1217 7.95 67.25
4.89574 7.95 76.25
19.7637 -5.85 66.35
19.0407 -7.95 70.85
21.3906 -5.55 43.85
20.532 -5.55 61.85
21.1345 -5.25 66.35
16.2991 -7.65 84.35
20.9688 -4.95 70.85
38.6236 -16.95 61.85
1.43106 16.65 84.35
40.1451 -16.95 61.85
21.722 -4.95 30.35
1.55157 16.95 61.85
1.34068 16.95 84.35
17.1276 -4.65 70.85
4.53421 7.65 57.35
4.53421 7.65 84.35
4.79029 7.65 75.35
18.1519 -6.75 75.35
5.03132 7.65 66.35
36.4695 -13.65 66.35
5.16689 7.95 66.35
5.39285 7.95 52.85
4.94093 7.95 75.35
4.248 10.65 57.35
19.0557 -6.15 70.85
4.08229 8.55 57.65
19.6884 -5.85 66.65
19.7637 -5.85 66.65
20.4717 -5.55 62.15
19.116 -7.95 71.15
21.1195 -5.25 57.65
21.1195 -5.25 71.15
16.2689 -7.65 84.65
15.9526 -17.25 84.65
20.9688 -4.95 80.15
38.699 -16.95 62.15
21.722 -4.95 35.15
1.416 16.65 71.15
1.52145 16.95 66.65
1.52145 16.95 62.15
1.65702 16.95 53.15
1.35574 16.95 84.65
17.0824 -4.65 71.15
40.0095 -16.65 62.15
18.1067 -6.75 75.65
4.66978 10.05 26.15
4.51915 7.65 84.65
4.79029 7.65 75.65
4.97106 7.65 66.65
5.27234 10.35 26.15
36.3339 -13.65 66.65
36.1381 -13.35 66.65
18.9804 -6.15 71.15
19.8842 -3.75 66.65
19.1762 -6.15 69.95
5.4531 7.95 47.45
5.19702 7.95 65.45
18.3779 -6.45 74.45
4.85055 10.35 24.95
4.63966 7.65 56.45
1.61183 16.95 60.95
1.26536 16.95 83.45
37.3131 -16.65 29.45
17.3686 -2.25 47.45
37.3884 -16.95 29.45
20.9538 -4.95 56.45
20.9538 -4.95 69.95
1.44613 16.65 65.45
21.8275 -4.95 24.95
21.255 -5.25 51.95
21.1345 -5.25 65.45
20.7278 -5.25 60.95
16.4648 -7.65 83.45
21.3605 -5.55 51.95
19.9144 -5.85 65.45
19.2214 -6.15 69.65
4.12749 10.35 56.15
5.30246 7.95 65.15
5.30246 7.95 60.65
5.43804 7.95 47.15
4.63966 7.95 83.15
4.63966 7.95 78.65
4.98612 7.95 69.65
18.408 -6.45 74.15
4.73004 7.65 83.15
4.23293 10.05 56.15
1.35574 17.25 83.15
1.32562 16.95 83.15
1.59676 16.95 56.15
17.4288 -7.05 47.15
33.1555 -16.65 74.15
20.9688 -4.95 78.65
21.948 -4.95 24.65
1.47625 16.65 65.15
37.539 -16.95 15.65
1.22017 16.65 83.15
37.6897 -17.25 15.65
21.0743 -5.25 65.15
20.7429 -5.25 60.65
41.3201 -17.25 60.65
21.3605 -5.55 51.65
24.6293 -5.85 24.65
19.9596 -5.85 65.15
19.2817 -6.15 69.35
3.84127 10.65 55.85
5.4531 7.95 46.85
5.31753 7.95 60.35
5.01625 7.95 64.85
18.4532 -6.45 73.85
4.62459 10.35 24.35
4.82042 7.95 73.85
4.88068 7.65 73.85
4.7451 7.65 73.85
4.56434 7.65 82.85
32.9747 -4.35 19.85
1.62689 16.95 60.35
1.26536 16.95 82.85
33.1103 -16.65 73.85
17.5493 -7.05 46.85
20.9387 -4.95 78.35
20.9387 -4.95 73.85
20.9387 -4.95 55.85
1.56664 16.65 64.85
21.9179 -7.35 19.85
1.23523 16.65 82.85
16.5853 -7.35 82.85
21.1044 -5.25 64.85
37.8704 -17.25 15.35
20.7881 -5.25 82.85
37.9759 -17.55 15.35
21.3002 -5.55 51.35
20.0048 -5.85 64.85
33.8936 -15.75 73.55
19.3269 -6.15 69.05
5.48323 7.95 46.55
5.31753 7.95 64.55
18.5436 -6.45 73.55
3.44961 10.35 55.55
4.91081 10.35 24.05
34.4359 -1.95 69.05
4.97106 7.65 69.05
32.583 -4.35 19.55
4.71498 7.65 82.55
1.5817 16.95 82.55
20.9538 -4.95 78.05
20.9538 -4.95 73.55
20.9538 -4.95 55.55
1.49132 16.65 64.55
21.948 -4.95 24.05
16.6305 -7.35 82.55
41.3201 -16.95 60.05
21.1195 -5.25 64.55
20.8333 -5.25 82.55
20.8333 -5.25 78.05
38.1416 -17.55 15.05
21.3454 -5.55 42.05
20.1253 -7.95 37.55
38.2922 -17.85 15.05
20.0349 -5.85 64.55
19.4775 -6.15 68.15
5.37778 7.95 59.15
5.37778 7.95 50.15
39.0755 -16.05 59.15
5.16689 7.95 59.15
4.98612 7.95 72.65
18.7093 -6.45 72.65
5.25727 7.65 59.15
4.63966 7.65 77.15
4.63966 10.05 23.15
39.181 -16.35 59.15
17.7602 -6.75 45.65
4.89574 7.65 68.15
4.89574 7.65 63.65
5.06144 7.65 63.65
5.06144 7.65 59.15
33.0952 -16.35 72.65
3.13327 10.05 54.65
1.34068 16.95 81.65
1.52145 16.95 54.65
1.55157 16.95 54.65
1.55157 16.95 50.15
16.9016 -4.65 68.15
3.07302 9.75 59.15
33.1705 -16.65 72.65
34.9029 -12.15 68.15
20.9538 -4.95 77.15
20.9538 -4.95 72.65
20.9538 -4.95 54.65
33.2007 -16.95 72.65
16.7811 -2.55 68.15
22.0685 -7.35 18.65
1.416 16.65 68.15
1.416 16.65 63.65
20.4416 -4.95 59.15
21.0893 -5.25 54.65
33.3061 -17.25 72.65
41.6515 -17.25 59.15
41.8172 -17.25 59.15
21.5111 -5.25 32.15
20.2458 -7.95 36.65
21.3454 -5.55 50.15
21.3454 -5.55 45.65
20.2307 -5.85 63.65
21.8124 -5.85 31.85
21.5714 -5.55 45.35
22.0986 -4.95 49.85
1.83779 16.95 49.85
22.6409 -4.65 49.85
2.59098 16.95 27.35
2.59098 16.95 22.85
23.0928 -4.65 45.35
2.10893 17.25 49.85
2.31983 17.25 31.85
2.31983 17.25 18.35
23.5749 -4.35 36.35
6.14604 7.65 36.35
23.9816 -4.35 31.85
6.04059 7.95 36.35
