Run 14989
Subrun 399
Event 3990044
16.76 -4.35 18.75
16.76 -4.35 27.75
16.76 -6.75 54.75
16.76 -6.75 59.25
16.76 -4.35 41.25
16.76 -4.35 14.25
16.76 -4.35 36.75
16.76 -6.75 50.25
37.98 -4.65 77.25
37.98 -4.65 68.25
37.98 -4.65 63.75
37.98 -4.65 59.25
37.98 -4.65 50.25
37.98 -4.65 45.75
37.98 -4.65 54.75
37.98 -4.65 32.25
37.98 -4.65 41.25
37.98 -4.65 23.25
37.98 -4.65 14.25
37.98 -4.65 9.75
38.8 -4.95 77.25
38.8 -4.95 68.25
38.8 -4.95 63.75
38.8 -4.95 59.25
38.8 -4.95 50.25
38.8 -4.95 45.75
38.8 -4.95 54.75
38.8 -4.95 32.25
38.8 -4.95 41.25
38.8 -4.95 23.25
38.8 -4.95 14.25
38.8 -4.95 9.75
38.8 -4.95 18.75
37.58 -5.55 77.25
37.58 -5.55 68.25
37.58 -5.55 63.75
37.58 -5.55 59.25
37.58 -5.55 50.25
37.58 -5.55 45.75
37.58 -5.55 54.75
37.58 -5.55 32.25
37.58 -5.55 41.25
37.58 -5.55 23.25
16.76 -8.55 10.05
16.76 -6.15 73.05
16.76 -3.75 64.05
16.76 -6.15 46.05
16.76 -3.75 46.05
16.76 -3.75 23.55
16.76 -3.75 32.55
16.76 -3.75 19.05
16.76 -3.75 28.05
16.76 -6.15 55.05
16.76 -6.15 59.55
16.76 -3.75 41.55
16.76 -3.75 14.55
16.76 -3.75 37.05
16.76 -6.15 50.55
16.8 -8.85 10.05
16.8 -6.45 73.05
16.8 -4.05 64.05
16.8 -6.45 46.05
16.8 -4.05 46.05
16.8 -4.05 23.55
16.8 -4.05 32.55
16.8 -4.05 19.05
16.8 -4.05 28.05
16.8 -6.45 55.05
16.8 -6.45 59.55
16.8 -4.05 41.55
16.8 -4.05 14.55
16.8 -4.05 37.05
16.8 -6.45 50.55
16.8 -4.05 77.55
16.8 -6.45 77.55
18.16 -6.45 73.05
18.16 -4.05 64.05
18.16 -4.05 77.55
18.16 -6.45 77.55
16.14 -9.15 10.05
16.14 -6.75 73.05
16.14 -4.35 64.05
16.14 -6.75 46.05
16.14 -4.35 46.05
16.14 -4.35 23.55
16.14 -4.35 32.55
16.14 -4.35 19.05
16.14 -4.35 28.05
16.14 -6.75 55.05
16.14 -6.75 59.55
16.14 -4.35 41.55
16.14 -4.35 14.55
16.14 -4.35 37.05
16.14 -6.75 50.55
37.7 -4.65 77.55
37.7 -4.65 68.55
37.7 -4.65 64.05
37.7 -4.65 59.55
37.7 -4.65 50.55
37.7 -4.65 46.05
37.7 -4.65 55.05
37.7 -4.65 32.55
37.7 -4.65 41.55
37.7 -4.65 23.55
37.7 -4.65 14.55
37.7 -4.65 10.05
16.02 -9.45 10.05
16.02 -7.05 73.05
16.02 -4.65 64.05
16.02 -7.05 46.05
16.02 -4.65 46.05
16.02 -4.65 23.55
16.02 -4.65 32.55
16.02 -4.65 19.05
16.02 -4.65 28.05
16.02 -7.05 55.05
16.02 -7.05 59.55
16.02 -4.65 41.55
16.02 -4.65 14.55
16.02 -4.65 37.05
16.02 -7.05 50.55
38.92 -4.95 77.55
38.92 -4.95 68.55
38.92 -4.95 64.05
38.92 -4.95 59.55
38.92 -4.95 50.55
38.92 -4.95 46.05
38.92 -4.95 55.05
38.92 -4.95 32.55
38.92 -4.95 41.55
38.92 -4.95 23.55
38.92 -4.95 14.55
38.92 -4.95 10.05
38.92 -4.95 19.05
15.8 -9.75 10.05
15.8 -7.35 73.05
15.8 -4.95 64.05
15.8 -7.35 46.05
15.8 -4.95 46.05
15.8 -4.95 23.55
15.8 -4.95 32.55
15.8 -4.95 19.05
15.8 -4.95 28.05
15.8 -7.35 55.05
15.8 -7.35 59.55
15.8 -4.95 41.55
15.8 -4.95 14.55
15.8 -4.95 37.05
15.7 -10.05 10.05
15.7 -7.65 73.05
15.7 -5.25 64.05
15.7 -7.65 46.05
15.7 -5.25 46.05
15.7 -5.25 23.55
15.7 -5.25 32.55
15.7 -5.25 19.05
15.7 -5.25 28.05
15.7 -7.65 55.05
15.7 -7.65 59.55
15.7 -5.25 41.55
15.7 -5.25 14.55
15.7 -5.25 37.05
16.76 -8.55 10.35
16.76 -6.15 73.35
16.76 -3.75 64.35
16.76 -6.15 46.35
16.76 -3.75 46.35
16.76 -3.75 23.85
16.76 -3.75 32.85
16.76 -3.75 19.35
16.76 -3.75 28.35
16.76 -6.15 55.35
16.76 -6.15 59.85
16.76 -3.75 41.85
16.76 -3.75 14.85
16.76 -3.75 37.35
16.76 -6.15 50.85
16.78 -8.85 10.35
16.78 -6.45 73.35
16.78 -4.05 64.35
16.78 -6.45 46.35
16.78 -4.05 46.35
16.78 -4.05 23.85
16.78 -4.05 32.85
16.78 -4.05 19.35
16.78 -4.05 28.35
16.78 -6.45 55.35
16.78 -6.45 59.85
16.78 -4.05 41.85
16.78 -4.05 14.85
16.78 -4.05 37.35
16.78 -6.45 50.85
16.78 -4.05 77.85
16.78 -6.45 77.85
18.2 -6.45 73.35
18.2 -4.05 64.35
18.2 -4.05 77.85
18.2 -6.45 77.85
37.7 -4.65 77.85
37.7 -4.65 68.85
37.7 -4.65 64.35
37.7 -4.65 59.85
37.7 -4.65 50.85
37.7 -4.65 46.35
37.7 -4.65 55.35
37.7 -4.65 32.85
37.7 -4.65 41.85
37.7 -4.65 23.85
37.7 -4.65 14.85
39.22 -4.95 77.85
39.22 -4.95 68.85
39.22 -4.95 64.35
39.22 -4.95 59.85
39.22 -4.95 50.85
39.22 -4.95 46.35
39.22 -4.95 55.35
39.22 -4.95 32.85
39.22 -4.95 41.85
39.22 -4.95 23.85
39.22 -4.95 14.85
39.22 -4.95 10.35
39.22 -4.95 19.35
16.78 -8.55 10.65
16.78 -6.15 73.65
16.78 -3.75 64.65
16.78 -6.15 46.65
16.78 -3.75 46.65
16.78 -3.75 24.15
16.78 -3.75 33.15
16.78 -3.75 19.65
16.78 -3.75 28.65
16.78 -6.15 55.65
16.78 -6.15 60.15
16.78 -3.75 42.15
16.78 -3.75 15.15
16.78 -3.75 37.65
16.78 -6.15 51.15
16.76 -8.85 10.65
16.76 -6.45 73.65
16.76 -4.05 64.65
16.76 -6.45 46.65
16.76 -4.05 46.65
16.76 -4.05 24.15
16.76 -4.05 33.15
16.76 -4.05 19.65
16.76 -4.05 28.65
16.76 -6.45 55.65
16.76 -6.45 60.15
16.76 -4.05 42.15
16.76 -4.05 15.15
16.76 -4.05 37.65
16.76 -6.45 51.15
16.76 -4.05 78.15
16.76 -6.45 78.15
16.76 -9.15 10.65
16.76 -6.75 73.65
16.76 -4.35 64.65
16.76 -6.75 46.65
16.76 -4.35 46.65
16.76 -4.35 24.15
16.76 -4.35 33.15
16.76 -4.35 19.65
16.76 -4.35 28.65
16.76 -6.75 55.65
16.76 -6.75 60.15
16.76 -4.35 42.15
16.76 -4.35 15.15
16.76 -4.35 37.65
16.76 -6.75 51.15
37.66 -4.65 78.15
37.66 -4.65 69.15
37.66 -4.65 64.65
37.66 -4.65 60.15
37.66 -4.65 51.15
37.66 -4.65 46.65
37.66 -4.65 55.65
37.66 -4.65 33.15
37.66 -4.65 42.15
37.66 -4.65 24.15
37.66 -4.65 15.15
37.66 -4.65 10.65
39.22 -4.95 78.15
39.22 -4.95 69.15
39.22 -4.95 64.65
39.22 -4.95 60.15
39.22 -4.95 51.15
39.22 -4.95 46.65
39.22 -4.95 55.65
39.22 -4.95 33.15
39.22 -4.95 42.15
39.22 -4.95 24.15
39.22 -4.95 15.15
39.22 -4.95 10.65
39.22 -4.95 19.65
40.34 -5.25 46.65
40.34 -5.25 33.15
40.34 -5.25 42.15
40.34 -5.25 24.15
40.34 -5.25 15.15
40.34 -5.25 10.65
40.34 -5.25 19.65
40.46 -5.55 46.65
40.46 -5.55 33.15
40.46 -5.55 42.15
40.46 -5.55 24.15
40.46 -5.55 15.15
40.46 -5.55 10.65
40.46 -5.55 19.65
16.76 -8.55 10.95
16.76 -6.15 73.95
16.76 -3.75 64.95
16.76 -6.15 46.95
16.76 -3.75 46.95
16.76 -3.75 24.45
16.76 -3.75 33.45
16.76 -3.75 19.95
16.76 -3.75 28.95
16.76 -6.15 55.95
16.76 -6.15 60.45
16.76 -3.75 42.45
16.76 -3.75 15.45
16.76 -3.75 37.95
16.76 -6.15 51.45
16.78 -8.85 10.95
16.78 -6.45 73.95
16.78 -4.05 64.95
16.78 -6.45 46.95
16.78 -4.05 46.95
16.78 -4.05 24.45
16.78 -4.05 33.45
16.78 -4.05 19.95
16.78 -4.05 28.95
16.78 -6.45 55.95
16.78 -6.45 60.45
16.78 -4.05 42.45
16.78 -4.05 15.45
16.78 -4.05 37.95
16.78 -6.45 51.45
16.78 -4.05 78.45
16.78 -6.45 78.45
37.68 -4.65 78.45
37.68 -4.65 69.45
37.68 -4.65 64.95
37.68 -4.65 60.45
37.68 -4.65 51.45
37.68 -4.65 46.95
37.68 -4.65 55.95
37.68 -4.65 33.45
37.68 -4.65 42.45
37.68 -4.65 24.45
37.68 -4.65 15.45
37.68 -4.65 10.95
38.96 -4.95 78.45
38.96 -4.95 69.45
38.96 -4.95 64.95
38.96 -4.95 60.45
38.96 -4.95 51.45
38.96 -4.95 46.95
38.96 -4.95 55.95
38.96 -4.95 33.45
38.96 -4.95 42.45
38.96 -4.95 24.45
38.96 -4.95 15.45
38.96 -4.95 10.95
38.96 -4.95 19.95
16.78 -8.55 11.25
16.78 -6.15 74.25
16.78 -3.75 65.25
16.78 -6.15 47.25
16.78 -3.75 47.25
16.78 -3.75 24.75
16.78 -3.75 33.75
16.78 -3.75 20.25
16.78 -3.75 29.25
16.78 -6.15 56.25
16.78 -6.15 60.75
16.78 -3.75 42.75
16.78 -3.75 15.75
16.78 -3.75 38.25
16.78 -6.15 51.75
18.22 -6.15 74.25
18.22 -3.75 65.25
18.22 -3.75 78.75
18.22 -6.15 78.75
16.76 -8.85 11.25
16.76 -6.45 74.25
16.76 -4.05 65.25
16.76 -6.45 47.25
16.76 -4.05 47.25
16.76 -4.05 24.75
16.76 -4.05 33.75
16.76 -4.05 20.25
16.76 -4.05 29.25
16.76 -6.45 56.25
16.76 -6.45 60.75
16.76 -4.05 42.75
16.76 -4.05 15.75
16.76 -4.05 38.25
16.76 -6.45 51.75
16.76 -4.05 78.75
16.76 -6.45 78.75
16.74 -9.15 11.25
16.74 -6.75 74.25
16.74 -4.35 65.25
16.74 -6.75 47.25
16.74 -4.35 47.25
16.74 -4.35 24.75
16.74 -4.35 33.75
16.74 -4.35 20.25
16.74 -4.35 29.25
16.74 -6.75 56.25
16.74 -6.75 60.75
16.74 -4.35 42.75
16.74 -4.35 15.75
16.74 -4.35 38.25
16.74 -6.75 51.75
38.06 -4.65 78.75
38.06 -4.65 69.75
38.06 -4.65 65.25
38.06 -4.65 60.75
38.06 -4.65 51.75
38.06 -4.65 47.25
38.06 -4.65 56.25
38.06 -4.65 33.75
38.06 -4.65 42.75
38.06 -4.65 24.75
38.06 -4.65 15.75
38.06 -4.65 11.25
39.16 -4.95 78.75
39.16 -4.95 69.75
39.16 -4.95 65.25
39.16 -4.95 60.75
39.16 -4.95 51.75
39.16 -4.95 47.25
39.16 -4.95 56.25
39.16 -4.95 33.75
39.16 -4.95 42.75
39.16 -4.95 24.75
39.16 -4.95 15.75
39.16 -4.95 11.25
39.16 -4.95 20.25
16.76 -8.55 11.55
16.76 -6.15 74.55
16.76 -3.75 65.55
16.76 -6.15 47.55
16.76 -3.75 47.55
16.76 -3.75 25.05
16.76 -3.75 34.05
16.76 -3.75 20.55
16.76 -3.75 29.55
16.76 -6.15 56.55
16.76 -6.15 61.05
16.76 -3.75 43.05
16.76 -3.75 16.05
16.76 -3.75 38.55
16.76 -6.15 52.05
18.12 -6.15 74.55
18.12 -3.75 65.55
18.12 -3.75 79.05
18.12 -6.15 79.05
16.78 -8.85 11.55
16.78 -6.45 74.55
16.78 -4.05 65.55
16.78 -6.45 47.55
16.78 -4.05 47.55
16.78 -4.05 25.05
16.78 -4.05 34.05
16.78 -4.05 20.55
16.78 -4.05 29.55
16.78 -6.45 56.55
16.78 -6.45 61.05
16.78 -4.05 43.05
16.78 -4.05 16.05
16.78 -4.05 38.55
16.78 -6.45 52.05
16.78 -4.05 79.05
16.78 -6.45 79.05
16.76 -9.15 11.55
16.76 -6.75 74.55
16.76 -4.35 65.55
16.76 -6.75 47.55
16.76 -4.35 47.55
16.76 -4.35 25.05
16.76 -4.35 34.05
16.76 -4.35 20.55
16.76 -4.35 29.55
16.76 -6.75 56.55
16.76 -6.75 61.05
16.76 -4.35 43.05
16.76 -4.35 16.05
16.76 -4.35 38.55
16.76 -6.75 52.05
37.66 -4.65 79.05
37.66 -4.65 70.05
37.66 -4.65 65.55
37.66 -4.65 61.05
37.66 -4.65 52.05
37.66 -4.65 47.55
37.66 -4.65 56.55
37.66 -4.65 34.05
37.66 -4.65 43.05
37.66 -4.65 25.05
37.66 -4.65 16.05
37.66 -4.65 11.55
38.66 -4.95 79.05
38.66 -4.95 70.05
38.66 -4.95 65.55
38.66 -4.95 61.05
38.66 -4.95 52.05
38.66 -4.95 47.55
38.66 -4.95 56.55
38.66 -4.95 34.05
38.66 -4.95 43.05
38.66 -4.95 25.05
38.66 -4.95 16.05
38.66 -4.95 11.55
38.66 -4.95 20.55
37.28 -4.95 79.05
37.28 -4.95 70.05
37.28 -4.95 65.55
37.28 -4.95 61.05
37.28 -4.95 52.05
37.28 -4.95 47.55
37.28 -4.95 56.55
37.28 -4.95 34.05
37.28 -4.95 43.05
37.28 -4.95 25.05
16.76 -8.55 11.85
16.76 -6.15 74.85
16.76 -3.75 65.85
16.76 -6.15 47.85
16.76 -3.75 47.85
16.76 -3.75 25.35
16.76 -3.75 34.35
16.76 -3.75 20.85
16.76 -3.75 29.85
16.76 -6.15 56.85
16.76 -6.15 61.35
16.76 -3.75 43.35
16.76 -3.75 16.35
16.76 -3.75 38.85
16.76 -6.15 52.35
18.1 -6.15 74.85
18.1 -3.75 65.85
18.1 -3.75 79.35
18.1 -6.15 79.35
16.8 -8.85 11.85
16.8 -6.45 74.85
16.8 -4.05 65.85
16.8 -6.45 47.85
16.8 -4.05 47.85
16.8 -4.05 25.35
16.8 -4.05 34.35
16.8 -4.05 20.85
16.8 -4.05 29.85
16.8 -6.45 56.85
16.8 -6.45 61.35
16.8 -4.05 43.35
16.8 -4.05 16.35
16.8 -4.05 38.85
16.8 -6.45 52.35
16.8 -4.05 79.35
16.8 -6.45 79.35
16.8 -9.15 11.85
16.8 -6.75 74.85
16.8 -4.35 65.85
16.8 -6.75 47.85
16.8 -4.35 47.85
16.8 -4.35 25.35
16.8 -4.35 34.35
16.8 -4.35 20.85
16.8 -4.35 29.85
16.8 -6.75 56.85
16.8 -6.75 61.35
16.8 -4.35 43.35
16.8 -4.35 16.35
16.8 -4.35 38.85
16.8 -6.75 52.35
37.86 -4.65 79.35
37.86 -4.65 70.35
37.86 -4.65 65.85
37.86 -4.65 61.35
37.86 -4.65 52.35
37.86 -4.65 47.85
37.86 -4.65 56.85
37.86 -4.65 34.35
37.86 -4.65 43.35
37.86 -4.65 25.35
37.86 -4.65 16.35
37.86 -4.65 11.85
39.16 -4.95 79.35
39.16 -4.95 70.35
39.16 -4.95 65.85
39.16 -4.95 61.35
39.16 -4.95 52.35
39.16 -4.95 47.85
39.16 -4.95 56.85
39.16 -4.95 34.35
39.16 -4.95 43.35
39.16 -4.95 25.35
39.16 -4.95 16.35
39.16 -4.95 11.85
39.16 -4.95 20.85
37.1 -5.25 79.35
37.1 -5.25 70.35
37.1 -5.25 65.85
37.1 -5.25 61.35
37.1 -5.25 52.35
37.1 -5.25 47.85
37.1 -5.25 56.85
37.1 -5.25 34.35
37.1 -5.25 43.35
37.1 -5.25 25.35
16.78 -8.55 12.15
16.78 -6.15 75.15
16.78 -3.75 66.15
16.78 -6.15 48.15
16.78 -3.75 48.15
16.78 -3.75 25.65
16.78 -3.75 34.65
16.78 -3.75 21.15
16.78 -3.75 30.15
16.78 -6.15 57.15
16.78 -6.15 61.65
16.78 -3.75 43.65
16.78 -3.75 16.65
16.78 -3.75 39.15
16.78 -6.15 52.65
16.78 -8.85 12.15
16.78 -6.45 75.15
16.78 -4.05 66.15
16.78 -6.45 48.15
16.78 -4.05 48.15
16.78 -4.05 25.65
16.78 -4.05 34.65
16.78 -4.05 21.15
16.78 -4.05 30.15
16.78 -6.45 57.15
16.78 -6.45 61.65
16.78 -4.05 43.65
16.78 -4.05 16.65
16.78 -4.05 39.15
16.78 -6.45 52.65
16.78 -4.05 79.65
16.78 -6.45 79.65
16.84 -9.15 12.15
16.84 -6.75 75.15
16.84 -4.35 66.15
16.84 -6.75 48.15
16.84 -4.35 48.15
16.84 -4.35 25.65
16.84 -4.35 34.65
16.84 -4.35 21.15
16.84 -4.35 30.15
16.84 -6.75 57.15
16.84 -6.75 61.65
16.84 -4.35 43.65
16.84 -4.35 16.65
16.84 -4.35 39.15
16.84 -6.75 52.65
38.08 -4.65 79.65
38.08 -4.65 70.65
38.08 -4.65 66.15
38.08 -4.65 61.65
38.08 -4.65 52.65
38.08 -4.65 48.15
38.08 -4.65 57.15
38.08 -4.65 34.65
38.08 -4.65 43.65
38.08 -4.65 25.65
38.08 -4.65 16.65
38.08 -4.65 12.15
38.64 -4.95 79.65
38.64 -4.95 70.65
38.64 -4.95 66.15
38.64 -4.95 61.65
38.64 -4.95 52.65
38.64 -4.95 48.15
38.64 -4.95 57.15
38.64 -4.95 34.65
38.64 -4.95 43.65
38.64 -4.95 25.65
38.64 -4.95 16.65
38.64 -4.95 12.15
38.64 -4.95 21.15
36.62 -5.25 79.65
36.62 -5.25 70.65
36.62 -5.25 66.15
36.62 -5.25 61.65
36.62 -5.25 52.65
36.62 -5.25 48.15
36.62 -5.25 57.15
36.62 -5.25 34.65
36.62 -5.25 43.65
36.62 -5.25 25.65
36.46 -5.55 79.65
36.46 -5.55 70.65
36.46 -5.55 66.15
36.46 -5.55 61.65
36.46 -5.55 52.65
36.46 -5.55 48.15
36.46 -5.55 57.15
36.46 -5.55 34.65
36.46 -5.55 43.65
36.46 -5.55 25.65
17.98 -10.65 12.15
17.98 -8.25 75.15
17.98 -5.85 66.15
17.98 -5.85 30.15
17.98 -5.85 79.65
17.98 -8.25 79.65
16.78 -8.55 12.45
16.78 -6.15 75.45
16.78 -3.75 66.45
16.78 -6.15 48.45
16.78 -3.75 48.45
16.78 -3.75 25.95
16.78 -3.75 34.95
16.78 -3.75 21.45
16.78 -3.75 30.45
16.78 -6.15 57.45
16.78 -6.15 61.95
16.78 -3.75 43.95
16.78 -3.75 16.95
16.78 -3.75 39.45
16.78 -6.15 52.95
16.76 -8.85 12.45
16.76 -6.45 75.45
16.76 -4.05 66.45
16.76 -6.45 48.45
16.76 -4.05 48.45
16.76 -4.05 25.95
16.76 -4.05 34.95
16.76 -4.05 21.45
16.76 -4.05 30.45
16.76 -6.45 57.45
16.76 -6.45 61.95
16.76 -4.05 43.95
16.76 -4.05 16.95
16.76 -4.05 39.45
16.76 -6.45 52.95
16.76 -4.05 79.95
16.76 -6.45 79.95
16.86 -9.15 12.45
16.86 -6.75 75.45
16.86 -4.35 66.45
16.86 -6.75 48.45
16.86 -4.35 48.45
16.86 -4.35 25.95
16.86 -4.35 34.95
16.86 -4.35 21.45
16.86 -4.35 30.45
16.86 -6.75 57.45
16.86 -6.75 61.95
16.86 -4.35 43.95
16.86 -4.35 16.95
16.86 -4.35 39.45
16.86 -6.75 52.95
37.72 -4.65 79.95
37.72 -4.65 70.95
37.72 -4.65 66.45
37.72 -4.65 61.95
37.72 -4.65 52.95
37.72 -4.65 48.45
37.72 -4.65 57.45
37.72 -4.65 34.95
37.72 -4.65 43.95
37.72 -4.65 25.95
37.72 -4.65 16.95
37.72 -4.65 12.45
39.1 -4.95 79.95
39.1 -4.95 70.95
39.1 -4.95 66.45
39.1 -4.95 61.95
39.1 -4.95 52.95
39.1 -4.95 48.45
39.1 -4.95 57.45
39.1 -4.95 34.95
39.1 -4.95 43.95
39.1 -4.95 25.95
39.1 -4.95 16.95
39.1 -4.95 12.45
39.1 -4.95 21.45
16.8 -10.65 12.45
16.8 -8.25 75.45
16.8 -5.85 66.45
16.8 -8.25 48.45
16.8 -5.85 48.45
16.8 -5.85 25.95
16.8 -5.85 34.95
16.8 -5.85 21.45
16.8 -5.85 30.45
16.8 -8.25 57.45
16.8 -8.25 61.95
16.8 -5.85 43.95
16.8 -5.85 16.95
16.8 -5.85 39.45
16.8 -8.25 52.95
16.76 -8.55 12.75
16.76 -6.15 75.75
16.76 -3.75 66.75
16.76 -6.15 48.75
16.76 -3.75 48.75
16.76 -3.75 26.25
16.76 -3.75 35.25
16.76 -3.75 21.75
16.76 -3.75 30.75
16.76 -6.15 57.75
16.76 -6.15 62.25
16.76 -3.75 44.25
16.76 -3.75 17.25
16.76 -3.75 39.75
16.76 -6.15 53.25
18.64 -3.75 66.75
18.64 -3.75 80.25
18.64 -6.15 80.25
16.78 -8.85 12.75
16.78 -6.45 75.75
16.78 -4.05 66.75
16.78 -6.45 48.75
16.78 -4.05 48.75
16.78 -4.05 26.25
16.78 -4.05 35.25
16.78 -4.05 21.75
16.78 -4.05 30.75
16.78 -6.45 57.75
16.78 -6.45 62.25
16.78 -4.05 44.25
16.78 -4.05 17.25
16.78 -4.05 39.75
16.78 -6.45 53.25
16.78 -4.05 80.25
16.78 -6.45 80.25
16.84 -9.15 12.75
16.84 -6.75 75.75
16.84 -4.35 66.75
16.84 -6.75 48.75
16.84 -4.35 48.75
16.84 -4.35 26.25
16.84 -4.35 35.25
16.84 -4.35 21.75
16.84 -4.35 30.75
16.84 -6.75 57.75
16.84 -6.75 62.25
16.84 -4.35 44.25
16.84 -4.35 17.25
16.84 -4.35 39.75
16.84 -6.75 53.25
16.84 -4.35 80.25
37.78 -4.65 80.25
37.78 -4.65 71.25
37.78 -4.65 66.75
37.78 -4.65 62.25
37.78 -4.65 53.25
37.78 -4.65 48.75
37.78 -4.65 57.75
37.78 -4.65 35.25
37.78 -4.65 44.25
37.78 -4.65 26.25
37.78 -4.65 17.25
37.52 -4.95 80.25
37.52 -4.95 71.25
37.52 -4.95 66.75
37.52 -4.95 62.25
37.52 -4.95 53.25
37.52 -4.95 48.75
37.52 -4.95 57.75
37.52 -4.95 35.25
37.52 -4.95 44.25
37.52 -4.95 26.25
38.82 -4.95 80.25
38.82 -4.95 71.25
38.82 -4.95 66.75
38.82 -4.95 62.25
38.82 -4.95 53.25
38.82 -4.95 48.75
38.82 -4.95 57.75
38.82 -4.95 35.25
38.82 -4.95 44.25
38.82 -4.95 26.25
38.82 -4.95 17.25
38.82 -4.95 12.75
38.82 -4.95 21.75
37.5 -5.25 80.25
37.5 -5.25 71.25
37.5 -5.25 66.75
37.5 -5.25 62.25
37.5 -5.25 53.25
37.5 -5.25 48.75
37.5 -5.25 57.75
37.5 -5.25 35.25
37.5 -5.25 44.25
37.5 -5.25 26.25
17.92 -10.35 12.75
17.92 -7.95 75.75
17.92 -5.55 66.75
17.92 -5.55 30.75
17.92 -5.55 80.25
17.92 -7.95 80.25
16.78 -8.55 13.05
16.78 -6.15 76.05
16.78 -3.75 67.05
16.78 -6.15 49.05
16.78 -3.75 49.05
16.78 -3.75 26.55
16.78 -3.75 35.55
16.78 -3.75 22.05
16.78 -3.75 31.05
16.78 -6.15 58.05
16.78 -6.15 62.55
16.78 -3.75 44.55
16.78 -3.75 17.55
16.78 -3.75 40.05
16.78 -6.15 53.55
16.78 -8.85 13.05
16.78 -6.45 76.05
16.78 -4.05 67.05
16.78 -6.45 49.05
16.78 -4.05 49.05
16.78 -4.05 26.55
16.78 -4.05 35.55
16.78 -4.05 22.05
16.78 -4.05 31.05
16.78 -6.45 58.05
16.78 -6.45 62.55
16.78 -4.05 44.55
16.78 -4.05 17.55
16.78 -4.05 40.05
16.78 -6.45 53.55
16.78 -4.05 80.55
16.78 -6.45 80.55
16.86 -9.15 13.05
16.86 -6.75 76.05
16.86 -4.35 67.05
16.86 -6.75 49.05
16.86 -4.35 49.05
16.86 -4.35 26.55
16.86 -4.35 35.55
16.86 -4.35 22.05
16.86 -4.35 31.05
16.86 -6.75 58.05
16.86 -6.75 62.55
16.86 -4.35 44.55
16.86 -4.35 17.55
16.86 -4.35 40.05
16.86 -6.75 53.55
37.8 -4.65 80.55
37.8 -4.65 71.55
37.8 -4.65 67.05
37.8 -4.65 62.55
37.8 -4.65 53.55
37.8 -4.65 49.05
37.8 -4.65 58.05
37.8 -4.65 35.55
37.8 -4.65 44.55
37.8 -4.65 26.55
37.8 -4.65 17.55
37.8 -4.65 13.05
38.82 -4.95 80.55
38.82 -4.95 71.55
38.82 -4.95 67.05
38.82 -4.95 62.55
38.82 -4.95 53.55
38.82 -4.95 49.05
38.82 -4.95 58.05
38.82 -4.95 35.55
38.82 -4.95 44.55
38.82 -4.95 26.55
38.82 -4.95 17.55
38.82 -4.95 13.05
38.82 -4.95 22.05
18.02 -7.65 76.05
18.02 -5.25 67.05
18.02 -5.25 31.05
18.02 -5.25 80.55
18.02 -7.65 80.55
37.28 -5.25 80.55
37.28 -5.25 71.55
37.28 -5.25 67.05
37.28 -5.25 62.55
37.28 -5.25 53.55
37.28 -5.25 49.05
37.28 -5.25 58.05
37.28 -5.25 35.55
37.28 -5.25 44.55
37.28 -5.25 26.55
16.78 -8.55 13.35
16.78 -6.15 76.35
16.78 -3.75 67.35
16.78 -6.15 49.35
16.78 -3.75 49.35
16.78 -3.75 26.85
16.78 -3.75 35.85
16.78 -3.75 22.35
16.78 -3.75 31.35
16.78 -6.15 58.35
16.78 -6.15 62.85
16.78 -3.75 44.85
16.78 -3.75 17.85
16.78 -3.75 40.35
16.78 -6.15 53.85
16.78 -8.85 13.35
16.78 -6.45 76.35
16.78 -4.05 67.35
16.78 -6.45 49.35
16.78 -4.05 49.35
16.78 -4.05 26.85
16.78 -4.05 35.85
16.78 -4.05 22.35
16.78 -4.05 31.35
16.78 -6.45 58.35
16.78 -6.45 62.85
16.78 -4.05 44.85
16.78 -4.05 17.85
16.78 -4.05 40.35
16.78 -6.45 53.85
16.78 -4.05 80.85
16.78 -6.45 80.85
16.86 -9.15 13.35
16.86 -6.75 76.35
16.86 -4.35 67.35
16.86 -6.75 49.35
16.86 -4.35 49.35
16.86 -4.35 26.85
16.86 -4.35 35.85
16.86 -4.35 22.35
16.86 -4.35 31.35
16.86 -6.75 58.35
16.86 -6.75 62.85
16.86 -4.35 44.85
16.86 -4.35 17.85
16.86 -4.35 40.35
16.86 -6.75 53.85
16.86 -4.35 80.85
38.04 -4.65 80.85
38.04 -4.65 71.85
38.04 -4.65 67.35
38.04 -4.65 62.85
38.04 -4.65 53.85
38.04 -4.65 49.35
38.04 -4.65 58.35
38.04 -4.65 35.85
38.04 -4.65 44.85
38.04 -4.65 26.85
38.04 -4.65 17.85
38.04 -4.65 13.35
18.56 -7.05 76.35
18.56 -4.65 67.35
18.56 -4.65 80.85
18.56 -7.05 80.85
38.8 -4.95 80.85
38.8 -4.95 71.85
38.8 -4.95 67.35
38.8 -4.95 62.85
38.8 -4.95 53.85
38.8 -4.95 49.35
38.8 -4.95 58.35
38.8 -4.95 35.85
38.8 -4.95 44.85
38.8 -4.95 26.85
38.8 -4.95 17.85
38.8 -4.95 13.35
38.8 -4.95 22.35
18.28 -7.35 76.35
18.28 -4.95 67.35
18.28 -4.95 80.85
18.28 -7.35 80.85
